妄	On モウ, ボウ; Kun みだ.りに — delusion; unnecessarily; without authority; reckless
妊	On ニン, ジン; Kun はら.む, みごも.る — pregnancy
妋	On フ, ヨウ, ウ, ユウ; Kun むさぼ.る, せ, せうと, なせ, みょうと — ovetous; lustful; show an expression of deep resentment; term of endearment for boys; married couple; spouses
妍	On ケン; Kun うつく.しい — beauty; splendor
妒	On ト, ツ; Kun ねた.む, そね.む, つも.る, ふさ.ぐ — jealous; envious
妓	On ギ, キ; Kun わざおぎ, うたいめ — stretch; singing girl; geisha; prostitute
妖	On ヨウ; Kun あや.しい, なま.めく, わざわ.い — attractive; bewitching; calamity
妗	On セン, ケン, カン, キン, ゴン; Kun うつく.しい, よろこ.ぶ — wife of mother's brother
妙	On ミョウ, ビョウ; Kun たえ — exquisite; strange; queer; mystery; miracle; excellent; delicate; charming
妛	On シ; Kun あなど.る, おろか, みにく.い, みだる — despise; contempt; ugly; same as; (ghost kanji)
妝	On ソウ, ショウ; Kun よそお.う — dress up
妟	On アン, エン; Kun やす.らか, やす.める — to be at ease; clear and balmy
妣	On ヒ; Kun なきはは — mother
妤	On ヨ; Kun — — beautiful; fair; handsome
妥	On ダ; Kun — — gentle; peace; satisfactory; appropriate
妨	On ボウ; Kun さまた.げる — disturb; prevent; hamper; obstruct
妬	On ト, ツ; Kun ねた.む, そね.む, つも.る, ふさ.ぐ — jealous; envy
妮	On ジ, ニ; Kun はした.め, やわらかくまつは.る — maid; servant girl; cute girl
妯	On チュウ, ジク, ロク, トク; Kun あいよ.め, うご.く, さわ.ぐ, いた.む — wives of one's brothers; sister-in-law
妲	On ダツ; Kun — — female proper name
妳	On ダイ, ナイ, デイ, ジ, ネ, ニ; Kun はは, はぐく.む, あね — you (female)
妹	On マイ; Kun いもうと — younger sister
妺	On バイ, バツ, マチ, マツ; Kun あざな — wife of the last ruler of the Xia dynasty
妻	On サイ; Kun つま — wife; spouse
妼	On ヒ, ヒツ, ビチ; Kun こしもと — exceedingly feminine; lady attendant; maid
妾	On ショウ; Kun めかけ, そばめ, わらわ — concubine
姁	On ク; Kun はは, たの.しむ, つま, うつく.しい — beauty
姃	On セイ, ショウ; Kun あざな — presentable woman
姆	On ボ, モ; Kun うば — wet nurse
姈	On レイ, リョウ; Kun あざな — wise woman; sage woman
姉	On シ; Kun あね, はは — elder sister
姊	On シ; Kun あね, はは — elder sister
始	On シ; Kun はじ.める, -はじ.める, はじ.まる — commence; begin
姍	On サン, セン, ハン, サツ, サチ; Kun みめよ.い, そし.る, みにく.い — slander; ridicule; proceed slowly
姐	On ソ, シャ; Kun あね, ねえさん — elder sister; maidservant
姑	On コ; Kun しゅうとめ, しゅうと, おば, しばらく — mother-in-law
姒	On シ; Kun あね — wife of elder brother
姓	On セイ, ショウ; Kun — — surname
委	On イ; Kun ゆだ.ねる — committee; entrust to; leave to; devote; discard
姙	On ニン, ジン; Kun はら.む, みごも.る — be(come) pregnant
姚	On ヨウ, チョウ; Kun うつく.しい — beautiful
姜	On キョウ, ガ; Kun こう — Chinese surname; ginger
姝	On ス, シュ; Kun うつく.しい — beautiful girl
姞	On キツ, キチ; Kun つつし.む — concubine
姣	On コウ, キョウ; Kun みめよ.い, うつく.しい, いさぎよ.い — beautiful; handsome; pretty
姤	On コウ, ク; Kun あ.う, みめよ.い, みにく.い — mate; copulate; good
姥	On ボ, モ; Kun うば — old woman
姦	On カン, ケン; Kun かん.する, かしま.しい, みだら — wicked; mischief; seduce; rape; noisy
姧	On カン, ケン; Kun かしま.しい, みだら, よこしま — wicked; mischief; seduce; rape; noisy
姨	On テイ, イ; Kun いもと, いもうと, おば — younger sister
姪	On テツ, チツ, ジチ, イツ, イチ; Kun めい, おい — niece
姫	On キ; Kun ひめ, ひめ- — princess
姮	On コウ, ジョウ; Kun — — lady
姱	On カ, ケ, コ, ク; Kun おご.る, みめよ.い, うつく.しい — beautiful; handsome; elegant
姶	On オウ, アイ; Kun あい — good-looking; quiet
姸	On ケン, ゲン; Kun うつくしい — beautiful
姻	On イン; Kun — — matrimony; marry
姿	On シ; Kun すがた — figure; form; shape
娀	On シュウ, シュ; Kun — — name of a concubine of Di Ku; father of the mythical Yao
威	On イ; Kun おど.す, おど.し, おど.かす — intimidate; dignity; majesty; menace; threaten
娃	On ア, アイ, ワ; Kun うつく.しい — beautiful
娄	On ル, ロウ; Kun つな.ぐ, ひ.く — surname; constellation; to wear
娉	On ヘイ, ホウ; Kun ほ — ask after a woman's name; marry a woman; good-looking
娌	On リ; Kun あによめ — brother's wife
娍	On セイ, ジョウ; Kun すらりとしてみめよ.い — slender, beautiful body
娑	On シャ, サ; Kun — — old woman
娒	On ボ, モ; Kun うば — matron
娓	On ビ, ミ, キ; Kun すなお, したが.う, うつく.しい — comply; complying; agreeable
娘	On ジョウ; Kun むすめ, こ — daughter; girl
娚	On ナン, ノウ, ドウ; Kun めおと, たわむ.れる — loud talking
娜	On ダ, ナ; Kun — — graceful
娟	On エン, ケン; Kun — — beauty of face
娠	On シン; Kun — — with child; pregnancy
娣	On テイ, ダイ; Kun いもうと, おば — younger sister; sister-in-law
娤	On ソウ, ショウ; Kun よそお.う — dress up
娥	On ガ; Kun みめよ.い — beautiful
娧	On タイ, テ, エツ, エチ; Kun みめよ.い, よろこ.ぶ, いと.しい — good looking
娩	On ベン; Kun — — bear (children)
娭	On キ, アイ; Kun たわむ.れる, はした.め — to play around; to joke around; be delighted; maid servant
娯	On ゴ; Kun — — recreation; pleasure
娵	On シュ, シュウ, ス, ソウ; Kun よめ — marry; bride
娶	On シュ; Kun めと.る, めあわ.せる — marry; arrange a marriage
娼	On ショウ; Kun あそびめ — prostitute
婀	On ア; Kun あだ, あだ.っぽい, たおやか — charm; flirtation
婁	On ル, ロウ; Kun つな.ぐ, ひ.く — frequently; tie
婆	On バ; Kun ばば, ばあ — old woman; grandma; wet nurse
婉	On エン; Kun うつく.しい, したが.う — graceful
婐	On ワ, カ; Kun たおや.か, はべ.る — maid
婕	On ショウ; Kun みめよ.い — handsome
婚	On コン; Kun — — marriage
婞	On ケイ, ギョウ, コウ; Kun もと.る, まっすぐ — hate
婢	On ヒ; Kun はしため — maidservant
婣	On イン; Kun — — marriage connections; bride
婥	On ドウ, ニョウ, テキ, シャク; Kun みめよ.い — beautiful
婦	On フ; Kun よめ — lady; woman; wife; bride
婧	On セイ, ショウ, ジュウ; Kun あてやか, しなや.か — modest; supple
婪	On ラン; Kun むさぼ.る — covet
婬	On イン; Kun みだれ-, ひた.す, ほしいまま, みだ.ら, みだ.れる — lewdness; licentiousness
婭	On ア; Kun あいむこ, こしもと — mutual term of address
婷	On テイ, チョウ; Kun うつく.しい — pretty; attractive; graceful
婺	On ブ, ム, ボウ, ボク, モク; Kun — — name of a star
婾	On トウ, ツ, ユ; Kun わるがしこ.い, ぬす.む, ごまか.す — handsome
婿	On セイ; Kun むこ — bridegroom; son-in-law
媒	On バイ; Kun なこうど — mediator; go-between
媖	On エイ, ユウ; Kun — — beauty; beautiful
媚	On ビ; Kun こ.びる — flatter; humor; flirt
媛	On エン; Kun ひめ — beautiful woman; princess
媜	On テイ, チョウ; Kun あざな — used in female names
媞	On シ, テイ, タイ, タ; Kun つまび.らか, わるがしこ.い, はは — at ease
媟	On セツ, セチ; Kun けが.す, けが.れる, なれ.る, あなど.る — lust after; act indecently; lewd
媠	On タ, ナ, ラ; Kun みめよ.い, おこた.る — beautiful; lazy; languid
媢	On ボウ, モウ, ボク, モク, バイ, メ; Kun ねた.む, にら.む — be jealous of; be envious
媧	On カイ, ケ, カ; Kun — — mythological snail goddess
媱	On ヨウ; Kun みめよ.い, たわむ.れる — good looking; to play as one pleases
媲	On ヘイ, ヒ; Kun つれあい — marry off; pair; match; compare
媳	On セキ, シャク; Kun よめ — daughter-in-law
媵	On ヨウ; Kun おく.る, つきそ.い, おくりめ, おくりびと — maid who accompanies bride to her new home; to escort a concubine
媸	On シ; Kun あなど.る, おろ.か, みにく.い, みだ.る — an ugly woman
媺	On ビ, ミ; Kun よい, うつく.しい — beautiful
媻	On ハン, ハ; Kun おご.る, めかけ, よろめ.く — to move
媼	On オウ; Kun おうな — mother; grandma; old woman
媽	On ボ, モ; Kun はは — mother; mare
媾	On コウ; Kun よしみ — association; intimacy
媿	On キ; Kun はじ.る, はじ.らう, はずかし.める, とが.める — ashamed; conscience-stricken
嫁	On カ; Kun よめ, とつ.ぐ, い.く, ゆ.く — marry into; bride
嫂	On ソウ; Kun あによめ — elder brother's wife
嫄	On ゲン, ガン; Kun — — an ancient emperor's mother's name; Qiang Yuan, consort to Gu
嫈	On ショウ, オウ, ギョウ, エイ, ケイ; Kun みめよ.い, みにく.い — lady
嫉	On シツ; Kun そね.む, ねた.む, にく.む — jealous; envy
嫋	On ジョウ, ジャク, デキ; Kun なよ.やかな, しなや.か, たお.やか — supple; pliant; delicate; slender
嫌	On ケン, ゲン; Kun きら.う, きら.い, いや — dislike; detest; hate
嫏	On ロウ; Kun — — the place where the Supreme Being stores his books; library
嫐	On ドウ, ジョウ; Kun なぶ.る — frolic; play with; flirt with
嫖	On ヒョウ; Kun かる.い — wanton; hedonistic
嫗	On ウ, オウ; Kun あたた.める, おうな — old woman; mother
嫚	On バン, マン, ベン, メン, エン; Kun あなど.る, けが.す, おこた.る, おご.る — scorn; despise; be rude; affront
嫜	On ショウ; Kun しうと, しうとめ — father in law; older brother in law; jealousy
嫠	On リ; Kun やもめ — widow
嫡	On チャク, テキ; Kun — — legitimate wife; direct descent (non-bastard)
嫣	On エン; Kun — — beauty
嫥	On セン, タン; Kun もっぱら, ととの.える — wholly; solely; entirely; lovey; cute; gather; collect; put in order
嫦	On コウ, ジョウ; Kun — — proper name
嫩	On ドン, ノン; Kun わか.い — young; weak
嫪	On ロウ; Kun こいした.う, なや.む — hanker
嫮	On コ; Kun おとめ, みめよ.い, ほこ.る — beautiful girl
嫵	On ブ, ム; Kun こ.びる, みめよ.い — charming; enchanting
嫺	On カン; Kun なら.う, みやびやか — refined; elegant; skilled
嫻	On カン; Kun なら.う, みやびやか — elegant; refined; skillful
嫽	On ロウ, リョウ; Kun たわむ.れる, みめよ.い, みだ.れる, さとい — play with
嬀	On キ; Kun わるがしこ.い — name of a river in Shanxi; crafty
嬈	On ニョウ, ドウ, キョウ, ジョウ, ヨウ; Kun わずら.わしい, なや.む — graceful; charming; fascinating
嬉	On キ; Kun うれ.しい, たの.しむ — glad; pleased; rejoice
嬋	On セン; Kun — — beautiful
嬌	On キョウ; Kun なまめか.しい — attractive
嬖	On ヘイ; Kun きにいり — agreeable person
嬗	On セン, タン; Kun ゆる.い — succession to the throne
嬙	On ショウ, ゾウ, ショク, シキ; Kun そばめ — lady
嬛	On ケン, ケイ, ギョウ; Kun かた.い — apt; clever; sycophant; flatterer
嬝	On ジョウ, ジャク, デキ; Kun なよ.やかな, しなや.か, たお.やか — delicate; graceful
嬡	On アイ; Kun — — (your) daughter
嬢	On ジョウ; Kun むすめ — lass; girl; Miss; daughter
嬥	On チョウ, ジョウ, タク, テキ, チャク; Kun よい, あで.やか, とりか.える — slim, well proportioned, beautiful body; charming; captivating; ancient Chinese play
嬪	On ヒン; Kun ひめ — bride; marriage
嬬	On ジュ; Kun よわ.い — mistress; weak
嬭	On ダイ, ナイ, デイ, ジ, ネ, ニ; Kun はは, はぐく.む, あね — milk; suckle; breasts
嬰	On エイ; Kun ふ.れる, みどりご, あかご — sharp (music); baby
嬲	On ドウ, ジョウ; Kun なぶ.る — sport with; ridicule; tease
嬴	On エイ; Kun — — to win; to have surplus; surname
嬶	On —; Kun かか, かかあ — wife (vulg); (kokuji)
嬸	On シン; Kun — — wife of father's younger brother
嬾	On ラン; Kun おこた.る, ものうい — lazy; languid
孀	On ソウ; Kun やもめ — widow
孁	On レイ, リョウ; Kun おんなのあざな, め — shrine maiden
孃	On ジョウ; Kun むすめ — girl; Miss; daughter
孅	On セン; Kun かよわ.い — delicate
孌	On レン, ラン, バン, マン; Kun したう, すなお, みめよ.い — lovely; beautiful; docile; obedient
子	On シ, ス, ツ; Kun こ, -こ, ね — child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac
孑	On ケツ; Kun ひとり — mosquito wriggler
孒	On ケツ, カチ, キョウ, ク, クツ; Kun ひだりのうでがない, みじか.い — larvae of the mosquito
孔	On コウ, ク; Kun あな — cavity; hole; slit; very; great; exceedingly
孕	On ヨウ; Kun はら.む — become pregnant
孖	On シ; Kun ふたご — twins
字	On ジ; Kun あざ, あざな, -な — character; letter; word; section of village
存	On ソン, ゾン; Kun ながら.える, あ.る, たも.つ, と.う — exist; suppose; be aware of; believe; feel
孚	On フ; Kun たまご, はぐく.む — sincere; nourish; encase
孛	On ハイ, ブツ, ボツ; Kun — — comet; dark; obscure
孜	On シ; Kun つと.める — industriousness
孝	On コウ, キョウ; Kun — — filial piety; child's respect
孟	On モウ, ボウ, ミョウ; Kun かしら — chief; beginning
季	On キ; Kun — — seasons
孤	On コ; Kun — — orphan; alone
孥	On ド, ヌ; Kun つまこ — child; wife and children; servant; slave
学	On ガク; Kun まな.ぶ — study; learning; science
孩	On ガイ, カイ; Kun ちのみご — baby; infancy
孫	On ソン; Kun まご — grandchild; descendants
孰	On ジュク; Kun いずれ, たれ — which; how; who
孱	On セン, サン; Kun よわ.い — weak; steep
孳	On ジ, シ; Kun う.む, しげ.る — increase; bear children
孵	On フ; Kun かえ.す — hatch; incubate
學	On ガク; Kun まな.ぶ — learning; knowledge; school
孺	On ジュ; Kun おさない, ちのみご — child
孼	On ゲツ, ゲチ; Kun わきばら, ひこばえ, わざわ.い — misfortune; sin; evil
孽	On ゲツ, ゲチ; Kun わきばら, ひこばえ, わざわ.い — evil; son of concubine; ghost
孾	On エイ; Kun みどりご — baby (especially a girl); infant
孿	On サン, セン, レン; Kun ふたご — twins
宀	On ベン, メン; Kun — — shaped crown; katakana u radical (no. 40)
宁	On チョ; Kun たくわ.える, たたず.む — calm; peaceful; serene; healthy
它	On タ; Kun へび — other
宄	On キ; Kun みだれ, よこしま — traitor; villain
宅	On タク; Kun — — home; house; residence; our house; my husband
宇	On ウ; Kun — — eaves; roof; house; heaven
守	On シュ, ス; Kun まも.る, まも.り, もり, -もり, かみ — guard; protect; defend; obey
安	On アン; Kun やす.い, やす.まる, やす, やす.らか — relax; cheap; low; quiet; rested; contented; peaceful
宋	On ソウ; Kun — — dwell; Sung dynasty
完	On カン; Kun — — perfect; completion; end
宍	On ニク, ジク; Kun しし — muscles; meat
宏	On コウ; Kun ひろ.い — wide; large
宓	On ミチ, フク, ヒツ; Kun やす.らか — quiet; silent; in good health
宕	On トウ; Kun すぎる — cave
宗	On シュウ, ソウ; Kun むね — religion; sect; denomination; main point; origin; essence
官	On カン; Kun — — bureaucrat; the government; organ
宙	On チュウ; Kun — — mid-air; air; space; sky; memorization; interval of time
定	On テイ, ジョウ; Kun さだ.める, さだ.まる, さだ.か — determine; fix; establish; decide
宛	On エン; Kun あ.てる, -あて, -づつ, あたか.も — address; just like; fortunately
宜	On ギ; Kun よろ.しい, よろ.しく — best regards; good
宝	On ホウ; Kun たから — treasure; wealth; valuables
実	On ジツ, シツ; Kun み, みの.る, まこと, みの, みち.る — reality; truth; seed; fruit; nut
客	On キャク, カク; Kun — — guest; visitor; customer; client
宣	On セン; Kun のたま.う — proclaim; say; announce
室	On シツ; Kun むろ — room; apartment; chamber; greenhouse; cellar
宥	On ユウ; Kun なだ.める, ゆる.す — soothe; calm; pacify
宦	On カン; Kun つかさ — official
宬	On セイ, ジョウ; Kun くら — archives; surname
宮	On キュウ, グウ, ク, クウ; Kun みや — Shinto shrine; constellations; palace; princess
宰	On サイ; Kun — — superintend; manager; rule
害	On ガイ; Kun — — harm; injury
宴	On エン; Kun うたげ — banquet; feast; party
宵	On ショウ; Kun よい — wee hours; evening; early night
家	On カ, ケ; Kun いえ, や, うち — house; home; family; professional; expert; performer
宸	On シン; Kun のき — eaves; palace; imperial courtesy
容	On ヨウ; Kun い.れる — contain; form; looks
宼	On コウ; Kun あだ.する — tyrannical; cruel; to rob; to plunder; bandits; thieves; highwaymen
宿	On シュク; Kun やど, やど.る, やど.す — inn; lodging; relay station; dwell; lodge; be pregnant; home; dwelling
寀	On サイ; Kun ちぎょうしょ, つかさ — feudal estate
寁	On サン, ショウ; Kun すみ.やか — quick; fast
寂	On ジャク, セキ; Kun さび, さび.しい, さび.れる, さみ.しい — loneliness; quietly; mellow; mature; death of a priest
寃	On エン; Kun — — grievance; injustice; wrong
寄	On キ; Kun よ.る, -よ.り, よ.せる — draw near; stop in; bring near; gather; collect; send; forward
寅	On イン; Kun とら — sign of the tiger; 3-5AM; third sign of Chinese zodiac
密	On ミツ; Kun ひそ.か — secrecy; density (pop); minuteness; carefulness
寇	On コウ; Kun あだ.する — bandits; thieves; enemy; invade
寉	On —; Kun つる — crane (bird)
富	On フ, フウ; Kun と.む, とみ — wealth; enrich; abundant
寍	On ネイ; Kun むし.ろ — used as a term of comparison
寎	On ヘイ, ケイ; Kun おびえる, おそわれる, ねいる — drowsy
寐	On ビ; Kun ね.る — sleep
寒	On カン; Kun さむ.い — cold
寓	On グウ, グ, ドウ; Kun ぐう.する, かこつ.ける, よ.せる, よ.る, かりずまい — temporary abode; imply; suggest
寔	On ショク; Kun これ, じき, まことに — real; genuine; actual
寖	On シン; Kun ひた.す, そそ.ぐ, つ.む, つ.もる — gradually; step by step; little
寗	On ネイ, ニュウ, デイ, ニョウ; Kun ねが.い — surname; peaceful; rather
寘	On シ; Kun おく, い.れる, と.める — put aside; put down; discard
寚	On ホウ; Kun たから — precious; rear; valuable treasure; bullion a jewel
寛	On カン; Kun くつろ.ぐ, ひろ.い, ゆる.やか — tolerant; leniency; generosity; relax; feel at home; be at ease; broadminded
寝	On シン; Kun ね.る, ね.かす, い.ぬ, みたまや, や.める — lie down; sleep; rest; bed; remain unsold
寞	On バク, マク; Kun さび.しい — lonely; quiet
察	On サツ; Kun — — guess; presume; surmise; judge; understand
寠	On ク, ル, ロウ; Kun まず.しい, やつ.れる, ちいさ.い — poor; impoverished
寡	On カ; Kun — — widow; minority; few
寢	On シン; Kun ね.る, ね.かす, い.ぬ, みたまや, や.める — sleep; rest; bed chamber
寤	On ゴ; Kun さ.める — awake; understand
寥	On リョウ; Kun さび.しい — lonely
實	On ジツ, シツ; Kun み, みの.る, まこと.に, みの.り, みち.る — truth; reality
寧	On ネイ; Kun むし.ろ — rather; preferably; peaceful; quiet; tranquility
寨	On サイ; Kun とりで — fort
審	On シン; Kun つまび.らか, つぶさ.に — hearing; judge; trial
寫	On シャ; Kun うつ.す, うつ.る — be photographed; copy; describe
寬	On カン; Kun ひろい, ゆるやか, くつろぐ — broad; wide; spacious; vast
寮	On リョウ; Kun — — dormitory; hostel; villa; tea pavillion
寰	On カン; Kun — — imperial domain; world
寳	On ホウ; Kun たから — treasure; jewel; precious; rare
寵	On チョウ; Kun めぐ.み, めぐ.む — affection; love; patronage
寶	On ホウ; Kun たから — treasure; jewel; precious; rare
寸	On スン; Kun — — measurement; tenth of a shaku; a little; small
寺	On ジ; Kun てら — Buddhist temple
寽	On リン, リチ, リツ; Kun と.る, つま.む — handful; pinch
対	On タイ, ツイ; Kun あいて, こた.える, そろ.い, つれあ.い, なら.ぶ, むか.う — vis-a-vis; opposite; even; equal; versus; anti-; compare
寿	On ジュ, ス, シュウ; Kun ことぶき, ことぶ.く, ことほ.ぐ — longevity; congratulations; one's natural life
封	On フウ, ホウ; Kun — — seal; closing
専	On セン; Kun もっぱ.ら — specialty; exclusive; mainly; solely
尃	On フ, ホ; Kun しく, あまねし, もと, はらう — to state to; to announce
射	On シャ; Kun い.る, さ.す, う.つ — shoot; shine into; onto; archery
尅	On コク; Kun かつ — subdue; destroy; overcome
将	On ショウ, ソウ; Kun まさ.に, はた, まさ, ひきい.る, もって — leader; commander; general; admiral; or; and again; soon; from now on; just about
將	On ショウ, ソウ; Kun まさ.に, はた, ひきい.る, もって — commander; general; admiral
專	On セン; Kun もっぱ.ら — specialty; exclusive; mainly; solely
尉	On イ, ジョウ; Kun — — military officer; jailer; old man; rank
尊	On ソン; Kun たっと.い, とうと.い, たっと.ぶ, とうと.ぶ — revered; valuable; precious; noble; exalted
尋	On ジン; Kun たず.ねる, ひろ — inquire; fathom; look for
尌	On シュ, チュ, ジュウ; Kun た.てる, た.つ, わらわ, しもべ — standing (something) up
對	On タイ, ツイ; Kun あいて, こた.える, そろ.い, つれあ.い, なら.ぶ, むか.う — correct; right; facing; opposed
導	On ドウ; Kun みちび.く — guidance; leading; conduct; usher
小	On ショウ; Kun ちい.さい, こ-, お-, さ- — little; small
少	On ショウ; Kun すく.ない, すこ.し — few; little
尒	On ジ, ニ; Kun しかり, わける, なんじ, ちかい — you; your
尓	On ジ, ニ; Kun なんじ, しかり, その, のみ — you; that
尖	On セン; Kun とが.る, さき, するど.い — be pointed; sharp; taper; displeased; angry; edgy
尗	On シュク; Kun まめ — younger of brothers; father's younger brother; younger brother of a husband
尚	On ショウ; Kun なお — esteem; furthermore; still; yet
尞	On リョウ; Kun かがりび — fuel used for sacrifices
尟	On セン; Kun すくな.い — surname; fresh
尠	On セン, セウ; Kun すくな.い — at least; not a little
尢	On オウ; Kun — — crooked-big radical (no. 43)
尣	On オウ; Kun まげあし — lame
尤	On ユウ; Kun もっと.も, とが.める — reasonable; just; natural; superb; outstanding; plausible
尨	On ボウ; Kun むくいぬ — shaggy hair or dog
尩	On オウ; Kun あしなえ, ま.がる, よわ.い — weak; rickety person; emaciated
尫	On オウ; Kun あしなえ, ま.がる, よわ.い — lame
尬	On カイ, カツ, ケチ; Kun あしなえ — limp; staggering gait; embarrass
尭	On ギョウ; Kun たか.い — high; far
尰	On ショウ, ジュ, シュウ; Kun — — swell
就	On シュウ, ジュ; Kun つ.く, つ.ける — concerning; settle; take position; depart; study; per
尲	On カン, ケン; Kun — — limp; be embarrassed
尶	On カン, ケン; Kun — — embarrassed; ill at ease
尸	On シ; Kun かたしろ — corpse; remains; flag radical (no. 44)
尹	On イン; Kun おさ, ただ.す — an official rank
尺	On シャク, セキ; Kun さし — shaku; Japanese foot; measure; scale; rule
尻	On コウ; Kun しり — buttocks; hips; butt; rear
尼	On ニ; Kun あま — nun
尽	On ジン, サン; Kun つ.きる, つ.くす, つ.かす, -づ.く, -ず.く, ことごと.く — exhaust; use up; run out of; deplete; befriend; serve
尾	On ビ; Kun お — tail; end; counter for fish; lower slope of mountain
尿	On ニョウ; Kun ゆばり, いばり, しと — urine
局	On キョク; Kun つぼね — bureau; board; office; affair; conclusion; court lady; lady-in-waiting; her apartment
屁	On ヒ; Kun へ — fart; passing gas
居	On キョ, コ; Kun い.る, -い, お.る — reside; to be; exist; live with
屆	On カイ; Kun とど.ける, とど.く — reach; arrive; report; notify; forward
屈	On クツ; Kun かが.む, かが.める — yield; bend; flinch; submit
届	On カイ; Kun とど.ける, -とど.け, とど.く — deliver; reach; arrive; report; notify; forward
屋	On オク; Kun や — roof; house; shop; dealer; seller
屍	On シ; Kun しかばね — corpse
屎	On シ, キ; Kun くそ — shit; excrement
屏	On ヘイ, ビョウ; Kun おお.う, しりぞ.く, びょう.ぶ — wall; fence
屐	On ゲキ, ケキ; Kun はきもの — clog
屑	On セツ; Kun くず, いさぎよ.い — rubbish; junk; trash; waste; scraps
屓	On キ; Kun — — exerting strength
展	On テン; Kun — — unfold; expand
屙	On ア; Kun — — to ease nature
屚	On ロウ, ロ; Kun も.る, も.れる, も.らす — leak; escape; time
屜	On テイ, タイ; Kun くつしき, しきわら — drawer; tray; pad; screen
属	On ゾク, ショク; Kun さかん, つく, やから — belong; genus; subordinate official; affiliated
屠	On ト, チョ; Kun ほふ.る — slaughter; butcher; slay
屡	On ル; Kun しばしば — often; frequently
屢	On ル; Kun しばしば — frequently; often; again & again
屣	On シ; Kun ぞうり — straw sandals or slippers that have no heel-backs
層	On ソウ; Kun — — stratum; social class; layer; story; floor
履	On リ; Kun は.く — perform; complete; footgear; shoes; boots; put on (the feet)
屧	On テイ, タイ, ショウ; Kun しきわら, くつしき — wooden shoes; clogs
屨	On ク; Kun くつ — straw sandals; tread on
屩	On キャク, カク, キク, コク, キョウ; Kun いとぐつ, くつしき, しきわら — straw sandals
屬	On ゾク, ショク; Kun さかん, つく, やから — genus; subordinate official; belong; affiliated
屭	On キ; Kun さかん, きび.しい — gigantic strength; Hercules
屮	On テツ, サ; Kun ひだりて — left hand; old grass radical (no. 45)
屯	On トン; Kun たむろ — barracks; police station; camp; ton
屰	On ゲキ, ギャク, ハク, ヒャク; Kun さか.らう — disobedient
山	On サン, セン; Kun やま — mountain
屴	On リョク, リキ; Kun そび.える — lofty
屶	On —; Kun なた, たな — used in proper names; (kokuji)
屹	On キツ; Kun そばだ.つ — towering mountains
屺	On キ; Kun — — hill with trees or grass (some give the opposite meaning)
屼	On ゴチ, グツ, グチ, コツ; Kun — — mountain; bare hill
岊	On セツ, セチ, グ; Kun — — foothill
岌	On キュウ; Kun たか.い — high; dangerous
岐	On キ, ギ; Kun — — branch off; fork in road; scene; arena; theater
岑	On シン, ギン; Kun みね — peak; mountaintop
岔	On タ; Kun — — fork in a road
岝	On サク, シャク; Kun — — name of mountain in Shandong
岡	On コウ; Kun おか — mount; hill; knoll
岣	On コウ, ク; Kun いただ.き — hill in Hunan
岧	On テウ, デウ; Kun — — peak; cliff; precipice
岨	On ソ, ショ; Kun いしやま, そば — a rocky mountain
岩	On ガン; Kun いわ — boulder; rock; cliff
岫	On コウ, シュウ, ユウ; Kun みさき, くき, みね — gorge; ravine; in the mountains; cape; promontory
岬	On コウ; Kun みさき — headland; cape; spit; promontory
岭	On レイ; Kun — — mountain ridge; mountain peak
岱	On タイ; Kun — — old name for a Chinese mountain; Taishan
岳	On ガク; Kun たけ — point; peak; mountain
岵	On コ; Kun やま — hill
岶	On ハク; Kun — — dense mountain vegetation
岷	On ビン, ミン; Kun — — name of a Chinese river; name of a Chinese mountain
岸	On ガン; Kun きし — beach
岺	On レイ; Kun — — mountain ridge; mountain peak
岻	On ジ, ニ; Kun — — name of a mountain
岼	On —; Kun ゆり — level spot part-way up a mountain; (kokuji)
岾	On —; Kun やま, はけ — mountain
峅	On —; Kun くら — shrine in the mountains; (kokuji)
峇	On コウ; Kun — — mountain cave
峋	On シュン; Kun — — ranges of hills stretching on beyond another irregular peaks
峒	On トウ, ズ; Kun — — mountain in Gansu province
峙	On ジ; Kun そばだ.つ — tower; soar
峝	On トウ, ズ; Kun えびす — Mountain in Gansu province
峠	On —; Kun とうげ — mountain peak; mountain pass; climax; crest; (kokuji)
峡	On キョウ, コウ; Kun はざま — gorge; ravine
峨	On ガ; Kun けわ.しい — high mountain
峩	On ガ; Kun けわ.しい — lofty
峪	On ヨク; Kun たに — ravine
峭	On ショウ; Kun きび.しい, けわ.しい — high & steep
峯	On ホウ; Kun みね, ね — peak; summit
峰	On ホウ; Kun みね, ね — summit; peak
峱	On ドウ, ノウ; Kun — — name of a mountain
峴	On ケン; Kun けわ.しい — steep hill; mountain in Hubei
島	On トウ; Kun しま — island
峺	On コ; Kun — — obstruct
峻	On シュン; Kun けわ.しい, たか.い — high; steep
峽	On キョウ, コウ; Kun はざま — gorge; strait; ravine; isthmus
崁	On カン; Kun くぼみ — place in Taiwan
崆	On コウ, ク; Kun — — Kongtong mountain
崇	On スウ; Kun あが.める — adore; respect; revere; worship
崋	On カ, ク; Kun — — name of mountain
崍	On ライ; Kun — — mountain in Sichuan province
崎	On キ; Kun さき, さい, みさき — promontory; cape; spit
崐	On コン; Kun — — Kunlun mountains in Jiangsu
崑	On コン; Kun — — place name
